Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1,1,24,1,0,651,5,4,4,4,5,5,4,5,5,4,2,5,4,5,40,23,1
0,1,28,1,1,495,1,1,1,1,5,4,5,5,5,5,4,4,5,5,5,4,1
0,0,44,1,1,692,1,1,1,4,2,1,2,2,5,2,4,1,4,2,8,0,0
0,0,29,1,1,1037,4,4,4,3,1,4,1,1,4,5,4,4,4,1,0,0,1
0,1,38,0,0,592,3,2,3,3,4,3,4,4,4,4,4,2,3,4,0,0,0
0,1,30,1,1,3560,0,0,0,4,3,3,3,3,3,5,4,4,4,3,1,0,1
0,0,58,1,0,402,3,1,3,2,4,3,4,4,3,2,2,1,3,4,0,0,0
0,1,35,0,1,1041,3,5,3,3,2,5,4,2,2,3,2,5,2,5,22,11,0
0,1,39,0,0,327,4,0,4,3,5,4,5,5,3,4,5,5,5,5,0,20,0
0,1,40,0,0,746,2,4,2,4,5,2,5,5,4,5,4,4,4,5,14,54,0
1,1,40,0,0,721,5,1,5,3,3,5,3,3,4,2,4,2,4,3,8,0,1
0,1,48,1,0,680,3,1,1,1,1,4,4,3,3,3,3,1,3,2,37,12,0
0,1,46,1,0,163,5,3,3,3,2,3,4,5,5,5,5,4,5,1,0,0,1
1,1,12,0,0,86,2,2,2,4,2,2,2,2,3,1,3,4,4,2,0,0,0
0,1,28,1,1,1723,2,2,2,2,5,5,5,5,5,5,3,3,5,5,0,0,1
1,1,44,0,0,2300,3,4,3,1,1,3,1,1,5,2,4,5,5,1,4,0,0
0,1,44,1,0,574,5,5,5,5,5,5,4,5,5,5,5,3,5,2,0,0,1
0,1,12,0,0,843,3,1,3,3,4,3,4,4,4,3,4,2,3,4,1,0,0
0,0,36,1,0,129,3,3,3,3,3,3,3,3,2,2,2,3,4,3,0,3,0
1,1,40,1,1,2212,2,5,5,5,4,2,3,2,2,2,2,1,2,4,0,8,0
0,0,28,1,0,646,3,3,3,3,3,3,5,3,4,2,4,3,4,3,0,0,0
1,1,50,0,1,642,4,3,5,2,4,5,4,4,4,1,1,1,5,4,0,0,0
1,1,33,1,1,441,1,5,1,1,4,4,4,4,3,4,5,4,5,4,0,2,1
1,1,60,0,1,337,1,3,1,3,3,1,3,3,1,4,2,2,1,3,0,0,0
0,0,8,1,1,802,3,2,3,4,3,3,3,3,1,3,3,2,3,3,45,38,0
1,1,36,1,1,2402,1,1,1,1,2,3,5,5,5,5,5,4,5,3,0,0,1
1,1,57,1,1,2796,4,4,4,4,5,4,5,5,5,5,5,3,5,3,3,33,1
1,1,34,0,1,164,3,4,3,3,1,3,1,1,3,5,4,5,4,1,0,0,0
0,0,8,1,0,1009,2,2,2,4,5,2,5,5,4,3,4,2,3,5,0,0,0
1,1,33,1,0,460,2,4,4,4,2,2,2,2,3,5,4,2,4,2,36,27,0
0,1,10,0,0,226,0,4,0,1,5,0,5,5,3,2,4,4,4,5,0,0,1
0,1,23,0,0,812,3,1,2,3,4,2,4,4,3,2,3,2,3,4,31,24,0
0,1,44,1,1,1681,3,4,2,2,1,4,4,3,3,2,3,2,3,3,0,9,0
0,1,37,1,1,3498,0,5,0,4,2,4,4,1,1,1,1,3,1,5,35,33,1
0,1,43,1,1,73,4,4,4,4,4,3,2,4,4,4,4,3,4,2,0,0,1
1,1,58,1,1,2393,1,1,3,1,5,5,5,3,3,4,3,4,3,4,40,29,1
0,1,58,1,1,1011,2,2,2,2,4,5,5,5,5,5,5,4,5,5,2,0,1
1,1,37,0,0,502,1,3,1,1,2,1,2,2,1,2,3,1,4,2,18,0,0
0,1,28,0,0,612,2,4,2,2,2,2,2,2,4,5,5,5,4,2,14,2,0
1,1,57,0,0,813,4,1,4,4,5,4,5,5,4,1,3,3,3,5,24,1,0
1,1,33,0,0,337,1,4,4,3,3,4,3,3,5,5,5,4,4,3,34,30,0
0,0,17,1,0,341,3,4,3,4,2,3,2,2,1,3,3,1,4,2,0,0,0
0,1,52,1,1,337,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0,1
0,1,45,1,1,2586,2,2,2,2,4,3,3,2,2,2,2,1,2,4,0,0,0
1,0,9,1,0,925,3,3,3,1,4,3,4,4,4,2,5,3,5,4,6,0,0
1,1,38,0,0,622,2,4,2,4,3,2,5,3,4,1,3,4,3,3,0,0,0
1,1,59,1,1,2898,2,2,2,2,1,4,3,2,2,2,2,2,2,1,0,12,0
1,1,29,1,0,1091,5,1,1,1,5,5,5,5,2,5,4,2,2,5,0,12,1
1,1,50,1,1,862,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,1
1,1,43,1,1,386,1,2,2,2,1,2,3,1,1,1,1,2,1,4,38,29,0
1,1,43,1,1,2248,5,5,5,5,4,4,4,5,3,5,5,4,4,4,0,0,1
1,1,20,0,0,95,3,4,3,3,4,3,4,4,2,4,2,1,2,4,0,0,0
0,1,53,0,0,918,1,1,1,3,2,4,4,2,2,1,2,3,2,3,0,0,0
1,1,55,1,1,1703,2,2,2,2,1,1,3,2,2,1,2,3,2,3,15,19,0
0,1,31,0,0,305,5,1,5,3,5,5,5,5,3,1,3,3,4,5,0,0,1
0,1,47,0,0,449,3,4,3,2,3,5,4,5,5,3,5,3,5,3,0,0,0
0,0,25,1,1,645,1,1,1,4,3,1,2,3,3,3,4,1,3,3,38,40,0
0,1,30,1,1,2747,2,2,2,2,4,4,4,4,5,5,5,5,4,4,0,0,1
0,1,35,1,1,337,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,0,1
0,1,45,1,1,1464,1,1,1,1,4,5,5,5,5,5,5,4,5,4,56,31,1
1,1,33,1,1,391,3,3,3,3,3,3,3,3,2,4,3,2,4,3,18,3,0
0,0,9,1,0,545,2,2,2,3,1,2,1,1,4,3,4,4,4,1,0,3,0
1,1,57,1,1,448,1,5,5,5,1,1,1,1,1,2,3,2,2,1,11,10,0
0,1,36,1,0,1598,1,2,2,2,1,1,1,1,4,2,4,2,3,1,0,0,0
0,0,43,1,0,143,3,5,3,2,2,3,2,2,3,5,2,2,3,2,70,60,0
1,1,26,0,0,1597,4,4,5,3,4,5,4,4,5,5,5,3,5,4,0,0,0
0,0,45,1,1,1067,4,4,4,1,1,4,1,1,4,5,5,3,5,1,0,0,1
0,1,44,1,1,3285,0,0,0,1,3,1,3,3,3,3,3,3,3,1,0,0,1
0,0,27,1,0,1189,2,2,2,4,4,2,4,4,5,5,1,4,4,4,0,0,0
0,1,46,0,0,738,2,5,2,5,5,5,5,4,4,2,4,4,4,4,0,0,0
1,1,58,0,0,2486,1,2,1,3,5,1,5,5,2,4,3,3,3,5,0,0,0
1,1,29,1,1,403,1,1,1,1,5,5,5,5,3,1,3,2,4,5,21,4,1
1,0,24,1,0,692,3,3,3,4,3,3,3,3,4,1,4,2,3,3,72,77,0
0,1,36,1,1,2465,1,1,1,1,2,5,1,2,2,2,2,4,2,5,0,0,1
0,0,43,1,1,453,5,5,5,1,4,5,4,4,2,3,3,5,4,4,0,0,1
0,1,57,1,1,2248,4,3,4,4,5,4,4,3,3,3,3,5,3,5,18,7,1
1,1,32,1,1,2877,5,5,5,5,4,4,4,4,3,3,2,2,3,4,0,0,1
0,1,61,0,0,365,3,5,3,5,5,5,5,1,1,3,1,3,1,4,0,0,0
0,1,69,0,0,748,3,5,4,3,1,4,1,5,5,4,5,3,5,1,0,0,0
1,1,62,0,1,2454,1,5,1,3,4,1,4,4,5,4,3,4,4,4,50,92,0
0,1,8,0,0,689,0,4,0,3,1,4,1,1,3,2,5,3,5,1,0,1,1
0,1,56,1,1,419,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0,1
0,1,33,1,1,2739,2,2,2,2,2,4,3,2,2,2,2,4,2,4,0,0,0
0,0,25,1,1,921,1,0,1,1,1,1,1,1,5,3,4,4,4,1,0,0,0
1,0,13,1,0,936,2,2,2,4,2,2,2,2,3,3,5,5,5,2,0,0,0
0,1,48,0,0,201,5,1,5,3,4,3,3,2,2,5,4,3,2,4,0,0,1
1,1,50,1,1,255,2,2,2,2,3,5,4,4,4,4,4,4,4,3,21,14,1
0,1,30,1,1,829,3,2,2,2,3,3,3,3,2,1,3,4,3,3,0,0,0
1,1,24,0,0,500,1,5,1,2,4,1,4,4,5,2,4,4,4,4,0,0,0
0,1,53,1,1,1620,2,2,2,2,5,3,4,5,5,5,5,4,5,4,0,0,1
1,1,51,0,0,937,0,3,0,2,3,0,3,3,3,3,2,2,2,3,29,13,1
1,1,56,1,1,3219,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,0,1
0,0,26,1,0,1144,3,3,3,3,1,3,1,1,2,1,3,2,3,1,7,16,0
0,1,31,1,1,862,5,1,1,1,5,5,5,5,3,5,1,3,3,5,0,9,1
1,1,54,1,1,2556,2,2,2,2,4,4,4,3,5,4,5,4,5,4,8,39,1
0,1,37,1,0,323,2,3,3,3,2,2,2,2,2,3,4,3,5,2,0,0,1
0,1,56,1,1,2586,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,1,1
0,1,18,0,1,587,1,4,1,1,5,1,5,5,4,2,4,5,5,5,0,0,0
1,1,41,0,0,1085,3,4,3,1,4,3,4,4,3,2,5,3,4,4,0,55,0
0,1,11,0,0,1276,2,5,1,2,4,1,4,4,3,2,5,4,5,4,6,11,0
0,1,42,0,0,77,5,4,5,4,5,4,5,1,1,5,1,5,1,4,0,0,1
1,1,69,0,0,489,1,2,1,3,3,1,3,3,2,3,4,4,4,3,0,3,0
0,1,50,1,1,3267,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0,1
0,1,50,0,0,528,3,1,3,3,5,3,4,1,1,3,1,1,1,4,0,0,0
1,1,61,1,1,3237,2,2,2,2,2,2,2,2,2,2,2,3,2,4,0,0,0
1,1,47,1,1,641,4,4,4,4,4,4,4,4,5,3,4,4,2,4,168,163,0
0,1,52,1,1,1597,3,3,3,3,3,4,4,3,3,4,3,3,3,4,5,0,1
0,1,53,0,1,622,1,4,1,1,3,5,4,3,3,1,3,3,3,3,36,61,0
1,1,36,1,1,597,2,3,3,3,3,2,1,2,2,2,2,4,2,3,15,40,0
1,1,32,1,0,861,4,3,3,3,4,4,4,4,2,5,1,1,5,4,0,0,1
1,1,8,0,0,809,3,4,3,3,2,3,2,2,3,3,3,1,3,2,0,0,0
1,1,76,1,0,404,3,4,4,4,3,3,3,3,1,4,2,2,2,3,6,4,0
0,0,10,1,0,920,3,3,3,3,1,3,1,1,5,3,4,4,4,1,0,0,0
1,1,53,1,1,1660,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,1
1,1,47,1,0,337,5,4,4,4,5,5,5,5,4,2,1,5,3,5,24,21,1
0,1,45,0,0,438,3,5,3,1,5,4,5,4,4,3,4,5,4,3,0,0,0
1,1,47,1,1,1825,5,5,1,5,2,5,5,4,4,4,4,4,4,5,0,0,1
0,1,54,1,1,2504,1,2,1,1,5,5,5,3,4,3,4,5,5,5,5,12,1
1,1,23,1,1,546,3,3,3,3,4,4,4,4,2,5,4,1,2,4,0,0,1
1,1,23,1,1,542,3,3,3,3,3,3,3,3,1,2,3,2,3,3,33,39,0
1,1,33,1,1,1822,2,2,2,2,5,4,5,5,4,3,4,5,5,5,0,0,1
1,1,62,1,0,692,1,1,1,1,1,1,1,1,1,5,4,3,4,1,0,0,0
0,1,21,0,0,566,1,4,1,4,4,1,2,4,3,4,4,4,4,4,1,9,0
0,1,47,1,1,241,0,0,0,4,5,5,5,4,4,4,4,5,4,3,19,7,1
1,1,12,0,1,2422,2,5,2,4,2,3,3,4,4,4,5,3,5,3,0,0,0
1,0,57,1,0,147,4,0,4,1,3,4,3,3,4,5,2,4,5,3,23,45,0
0,1,44,1,1,2610,1,2,2,2,5,4,3,1,1,2,1,2,1,1,0,4,0
0,1,27,1,1,602,1,4,4,4,1,1,1,1,3,3,1,4,1,1,5,0,0
1,1,54,1,1,2876,4,4,4,4,5,4,4,5,5,5,5,4,5,4,2,1,1
0,0,26,1,0,666,3,0,3,4,4,3,4,4,2,2,2,1,3,4,0,0,0
0,1,67,0,0,945,4,2,4,3,1,2,2,4,4,4,4,4,4,4,0,2,1
0,1,59,1,0,1044,3,4,4,4,4,3,3,3,3,3,3,4,3,4,0,5,0
1,1,40,1,1,3320,4,4,4,4,4,4,5,4,4,4,4,3,4,5,0,0,1
0,1,39,1,1,351,2,2,2,2,4,5,4,4,4,5,4,4,4,3,0,0,1
1,1,29,0,1,737,3,2,3,3,2,3,2,2,3,2,4,2,3,2,0,0,0
1,1,53,0,0,861,2,5,2,3,2,2,2,2,5,2,5,4,4,2,0,0,0
1,1,40,1,1,1868,4,5,3,3,4,3,2,4,4,4,4,4,4,3,0,0,0
0,1,28,0,0,358,3,4,3,4,3,3,3,3,5,4,5,3,5,3,0,0,0
1,1,45,1,0,1464,4,4,4,4,4,4,4,4,2,1,4,5,2,4,67,52,1
0,1,25,1,0,627,5,3,3,3,5,5,5,5,5,4,1,5,1,5,0,29,1
1,1,42,1,1,3739,1,1,1,1,4,4,4,3,3,3,3,4,3,5,0,0,1
1,1,67,1,0,401,1,5,5,5,1,1,1,1,4,3,3,1,2,1,0,0,0
0,1,61,0,0,672,3,2,3,3,1,4,4,1,1,3,1,2,1,1,75,60,0
0,1,33,1,0,237,3,3,3,3,5,5,5,5,5,4,1,5,4,5,0,0,1
1,1,49,1,0,838,4,5,5,5,5,4,5,5,5,5,3,3,3,5,0,3,1
1,1,31,1,1,631,1,1,1,1,5,4,5,5,4,2,4,4,4,5,1,0,1
1,1,40,1,1,1846,1,1,1,1,4,4,5,5,5,5,5,3,5,5,27,13,1
0,1,59,0,1,447,2,2,2,2,2,3,3,5,5,2,5,2,5,3,6,9,0
0,0,15,1,0,1061,2,2,2,3,1,2,1,1,4,3,3,4,3,1,0,0,0
1,0,25,1,0,958,3,3,3,2,4,3,4,4,4,3,3,5,5,4,0,0,0
1,1,18,0,0,102,2,5,2,4,5,2,5,5,2,3,4,2,4,5,0,0,0
0,1,39,1,0,481,4,1,1,1,4,4,4,4,3,3,4,4,4,4,0,0,0
0,1,68,0,1,102,1,5,1,4,4,5,1,5,5,1,4,2,5,2,0,0,0
1,1,37,0,1,519,2,4,2,3,3,2,3,3,3,5,4,3,4,3,0,0,0
1,0,25,1,1,862,1,5,1,1,3,1,3,3,3,4,5,3,4,3,0,0,0
1,1,32,0,0,159,3,4,3,2,4,3,4,4,4,5,5,4,4,4,0,0,0
1,0,24,1,0,802,5,5,5,3,1,5,1,1,3,2,4,4,5,1,0,0,1
0,1,16,1,1,1847,1,1,1,1,5,5,5,5,3,3,1,4,5,5,19,14,1
0,1,60,1,1,158,1,1,1,1,3,5,4,4,4,4,5,4,4,3,0,0,1
0,1,55,1,1,1924,0,5,0,2,5,4,4,3,3,3,3,3,3,5,6,7,1
0,0,8,1,0,1325,2,2,2,3,4,2,4,4,2,3,3,3,3,4,100,76,0
0,1,21,0,0,1703,3,5,3,2,1,3,1,1,4,4,5,5,2,1,42,26,0
0,1,18,0,0,1117,3,5,3,3,1,3,1,1,5,4,5,5,5,1,0,0,0
1,0,58,1,1,265,2,2,2,4,4,2,4,4,5,4,5,5,4,4,80,74,0
0,1,49,1,1,2454,2,2,2,2,2,2,2,5,3,5,5,2,3,2,15,79,1
1,1,28,1,1,2591,4,4,2,4,4,4,4,4,5,1,3,2,5,4,0,0,1
1,1,15,0,0,283,2,4,2,4,3,2,2,3,4,3,5,4,5,3,7,12,0
0,1,43,1,0,1042,5,2,2,2,4,5,5,5,5,5,5,4,5,4,0,0,1
1,1,47,1,0,337,4,4,4,4,4,4,4,4,1,1,1,2,3,4,0,2,1
0,1,49,0,0,948,2,2,2,3,4,3,5,3,3,2,3,3,3,4,0,0,0
0,0,41,1,1,1166,2,2,2,2,1,2,1,1,5,5,4,4,5,1,0,0,1
1,1,52,1,1,591,1,1,1,1,1,3,1,5,5,5,5,4,5,1,0,0,1
1,0,43,1,0,1475,2,2,2,3,2,2,2,2,2,1,2,1,3,2,0,0,0
0,0,26,1,0,346,5,0,5,2,2,5,4,2,5,3,3,4,1,2,0,0,1
0,1,43,0,0,209,2,5,2,1,2,3,3,1,1,2,1,5,1,4,12,6,0
0,0,25,1,0,867,1,1,1,3,3,1,3,3,4,1,3,4,4,3,4,22,0
0,0,37,1,0,488,2,1,2,3,4,2,4,4,1,1,3,1,3,4,0,0,0
0,0,24,1,0,86,5,0,5,4,3,5,4,3,4,2,5,3,3,3,0,0,1
1,1,34,1,1,3687,3,3,3,3,5,4,4,5,5,5,5,5,5,3,1,0,1
1,1,11,1,1,1218,2,4,4,4,2,2,2,2,2,3,4,1,3,2,0,2,0
1,1,36,0,1,1222,2,1,3,4,4,3,4,4,1,1,3,3,3,4,2,0,0
1,0,24,1,0,1102,3,3,3,3,4,3,1,4,1,1,3,3,3,4,0,0,0
0,1,39,1,1,356,1,1,1,1,2,5,5,2,2,2,2,4,2,3,0,0,1
0,0,25,1,1,1194,0,0,0,3,1,0,1,1,5,4,5,5,5,1,0,0,1
1,1,27,0,1,1050,2,4,2,1,2,2,2,2,5,5,5,3,4,2,0,2,0
0,1,76,1,1,1934,3,4,3,3,3,1,2,3,3,3,3,5,3,5,10,7,1
1,1,52,1,1,2708,5,5,5,5,4,4,5,5,5,5,5,4,5,5,0,0,1
1,1,19,1,1,516,5,4,4,4,5,5,4,5,2,1,2,5,4,5,8,0,1
1,1,17,0,0,1149,3,1,2,3,2,2,2,2,1,3,4,1,4,2,0,0,0
0,1,26,1,1,3828,2,2,2,2,4,5,4,4,5,5,4,2,4,4,0,0,1
1,1,59,1,1,2963,4,4,4,4,4,5,5,5,5,5,5,3,5,5,0,0,1
1,1,32,1,1,2825,3,3,3,3,4,4,4,4,3,3,4,5,4,4,0,0,1
1,1,67,0,0,650,4,2,5,3,1,5,1,1,3,5,3,3,2,1,0,0,1
0,0,23,1,0,651,3,1,3,2,3,2,2,4,1,2,2,2,1,2,217,218,0
1,1,60,1,1,2302,1,1,1,1,3,5,5,3,3,3,3,3,3,3,0,0,1
0,0,27,1,1,293,2,2,2,4,3,2,3,3,5,5,4,4,5,3,5,4,0
0,1,40,1,1,594,4,3,3,3,4,4,4,4,3,2,1,3,1,4,0,17,1
1,1,55,1,1,264,2,2,2,2,2,2,2,2,4,3,2,2,5,2,0,0,1
1,0,30,1,1,1084,2,2,2,4,1,2,1,1,3,2,3,4,3,1,0,0,0
1,1,40,1,0,404,2,4,4,4,2,2,2,2,2,4,3,2,4,2,40,34,0
1,1,66,1,1,2724,0,0,0,2,5,4,4,4,4,4,5,3,4,5,0,0,1
1,1,52,1,1,1940,4,4,4,4,4,5,4,5,5,5,5,5,5,3,0,0,1
0,1,53,1,1,588,1,1,1,1,2,4,5,5,5,5,5,4,5,4,0,3,1
0,1,67,0,1,631,3,4,3,2,5,5,5,4,4,3,4,3,4,3,0,0,0
0,1,21,0,0,599,4,3,4,3,4,4,4,4,5,1,5,4,4,4,0,0,1
0,1,44,0,0,594,3,5,3,5,1,3,4,4,4,3,4,2,4,5,0,0,0
0,0,23,1,0,1016,2,3,3,4,4,3,4,4,5,3,4,5,4,4,0,0,0
1,1,53,1,1,3486,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0,1
1,1,60,0,0,328,3,0,3,3,2,3,2,2,4,3,5,4,5,2,0,0,0
0,0,25,1,0,1027,3,4,4,4,2,4,3,2,2,1,4,1,4,2,0,0,0
1,1,46,1,1,1857,3,3,3,3,3,3,2,3,3,3,3,2,3,1,0,0,0
0,1,62,1,0,399,2,5,5,5,4,3,2,2,2,2,2,3,2,4,16,50,0
1,0,24,1,1,542,5,0,5,2,5,5,5,5,3,5,4,3,5,5,99,89,1
0,0,38,1,1,597,5,5,5,5,5,5,5,5,5,4,4,4,5,5,0,0,1
0,1,55,1,1,2759,4,4,4,4,2,3,2,4,4,4,4,5,4,4,0,0,1
0,1,47,0,0,2704,3,5,3,3,3,3,2,4,5,4,4,2,3,2,138,153,0
1,1,31,1,1,764,2,4,1,4,2,2,2,2,1,2,3,1,4,2,74,50,0
1,1,47,0,0,946,1,2,1,2,2,1,2,2,2,5,2,3,3,2,0,0,0
1,1,40,1,1,931,3,4,1,1,3,3,3,3,2,5,3,2,3,3,3,6,0
0,1,49,1,1,270,0,0,0,1,5,4,4,5,5,5,5,3,5,3,0,0,1
0,1,25,1,1,563,3,5,5,5,3,3,3,3,1,5,3,1,3,3,0,0,0
0,1,57,0,0,544,3,3,3,4,3,1,5,5,5,3,5,2,5,1,0,6,0
0,0,25,1,0,675,3,3,3,3,4,3,4,4,1,1,4,1,4,4,33,14,0
1,1,41,1,1,1884,1,1,1,1,3,5,5,5,5,5,5,3,5,4,0,15,1
1,1,20,0,0,655,3,0,3,3,3,3,1,3,4,2,3,5,1,3,0,0,0
1,1,46,0,0,328,1,5,1,3,3,1,1,3,5,4,5,4,5,3,0,0,0
1,1,21,1,1,919,3,3,3,3,3,3,3,3,3,4,5,5,5,3,0,0,1
0,1,37,1,1,2604,4,4,4,4,1,4,3,2,2,2,4,3,2,2,0,0,0
1,1,30,0,0,1080,2,4,2,1,2,2,2,2,5,3,5,3,5,2,4,0,0
1,1,59,0,1,541,4,4,3,3,5,3,5,5,5,2,4,5,5,5,29,19,0
1,1,38,1,0,419,3,4,4,4,3,3,3,3,4,5,4,2,4,3,85,89,0
0,1,41,0,0,1635,4,3,4,4,5,4,5,5,2,1,4,5,3,5,0,20,0
0,0,21,1,0,377,2,4,2,3,5,2,5,5,5,2,1,1,2,5,0,0,0
1,1,47,1,1,137,1,2,2,2,1,1,1,1,3,3,3,2,3,1,55,43,0
0,1,19,0,0,868,4,2,4,3,4,4,4,4,4,4,4,2,4,4,0,0,1
0,1,50,0,0,414,2,4,2,2,3,3,3,1,1,2,1,3,1,3,1,0,0
1,1,47,1,0,168,3,1,1,1,3,3,3,3,4,2,4,4,3,3,0,0,0
0,1,80,1,1,2672,2,3,3,3,1,3,3,2,2,2,2,1,2,1,44,123,0
0,1,26,1,1,2586,2,2,5,2,4,4,4,4,3,2,3,3,5,4,10,0,1
0,0,29,1,0,1197,1,1,1,1,3,1,3,3,3,5,5,2,3,3,0,0,0
1,1,33,0,1,1721,3,5,3,2,3,3,3,4,4,4,5,3,3,3,182,160,0
0,1,15,0,0,3801,4,5,4,1,4,4,4,3,3,4,4,4,4,4,0,0,0
1,1,37,1,1,78,0,4,1,2,2,4,4,4,4,4,4,1,4,2,0,0,1
0,1,47,0,0,690,1,4,1,5,2,5,5,2,2,1,2,4,2,5,25,24,0
0,1,47,1,0,908,3,4,4,4,3,2,1,3,3,3,3,5,3,1,0,0,1
0,1,46,1,1,3336,3,3,3,3,4,5,5,5,5,5,5,4,5,5,0,3,1
0,0,36,1,1,337,2,2,2,4,3,2,3,3,3,2,4,2,3,3,0,0,0
1,1,80,1,1,2494,4,5,1,1,2,3,4,4,4,4,4,4,4,3,28,29,0
1,0,24,1,0,859,2,2,2,3,3,2,3,3,2,4,3,3,4,3,0,2,0
0,1,26,1,1,489,5,4,4,4,5,5,4,5,4,2,2,2,3,5,57,44,1
0,1,7,0,0,1119,2,4,2,4,3,2,3,3,4,4,3,3,3,3,0,0,0
1,0,25,1,1,258,4,0,5,3,4,5,4,4,3,4,5,5,4,4,1,0,1
0,1,60,1,1,3255,4,4,4,4,3,5,5,4,4,4,4,4,4,3,19,27,1
0,0,52,1,1,752,4,4,4,4,4,4,4,4,3,1,4,1,3,4,36,21,0
0,1,42,0,0,101,4,5,4,2,4,4,4,5,5,4,1,3,5,3,2,4,1
0,1,52,1,1,526,5,5,5,5,5,5,4,4,4,4,4,3,4,4,0,0,1
0,0,23,1,1,992,4,1,4,3,1,4,1,1,1,5,4,3,4,1,0,0,0
0,0,38,1,1,351,5,5,5,4,3,5,3,3,5,3,5,3,5,3,0,0,1
0,1,53,0,0,868,4,1,4,2,4,2,2,4,4,4,4,2,4,4,0,6,0
1,0,20,1,0,546,1,0,1,1,1,1,1,1,2,5,1,4,4,1,0,0,0
1,1,65,0,0,261,1,4,0,4,5,0,5,5,2,3,3,3,3,5,0,0,0
0,1,33,1,1,1144,5,5,5,5,5,5,4,4,4,4,4,4,4,4,12,0,1
0,0,24,1,0,101,3,2,3,3,3,3,3,3,4,1,4,4,3,3,0,0,0
1,1,39,0,0,1276,0,5,0,1,4,0,4,4,5,2,5,4,4,4,68,63,1
1,0,41,1,1,386,1,1,1,5,3,1,3,3,3,5,5,3,4,3,0,4,0
1,1,37,1,0,198,5,5,5,5,5,5,5,5,2,3,1,5,3,5,0,0,1
0,1,23,1,1,337,2,5,5,5,2,2,2,2,2,3,4,2,4,2,1,3,0
1,1,48,1,1,3940,3,3,3,3,1,1,2,5,5,5,5,3,5,4,20,0,1
0,1,35,1,1,2849,3,3,3,3,3,3,1,5,5,5,5,5,5,4,98,90,1
1,1,39,1,1,475,2,4,5,4,3,4,4,2,2,2,2,3,2,2,52,55,0
0,1,61,0,1,364,2,4,2,4,3,4,5,5,5,2,5,5,5,4,0,0,0
1,1,25,1,1,2454,2,4,4,4,2,2,2,4,4,3,4,2,1,2,29,23,0
0,1,22,1,1,566,2,2,2,2,5,5,5,5,4,3,1,4,3,5,0,0,1
1,0,22,1,0,1127,3,3,3,4,4,3,2,4,4,1,3,3,4,4,0,0,0
0,1,13,0,0,936,2,1,2,4,4,2,4,4,1,1,3,4,3,4,33,19,0
0,1,60,1,1,2990,0,0,0,2,5,4,5,5,5,4,4,3,5,3,0,0,1
0,1,45,1,1,3449,1,1,1,1,2,5,5,4,4,4,5,5,4,3,2,0,1
0,1,35,0,0,436,2,2,5,3,4,5,4,4,4,1,2,4,3,4,0,0,0
1,1,44,1,1,2745,4,4,3,4,5,5,4,4,4,4,4,5,4,5,0,0,1
0,1,47,0,1,235,3,5,3,3,3,4,5,4,4,3,4,3,4,5,0,0,0
0,1,42,1,1,1773,3,3,3,3,4,3,5,4,4,4,4,5,4,3,0,0,1
0,1,57,1,1,2849,5,5,5,5,2,5,5,4,4,4,5,3,4,3,5,10,1
0,1,45,1,1,903,3,5,5,5,4,4,3,3,3,2,3,4,3,2,0,0,0
1,1,53,0,0,853,1,5,1,4,4,1,4,4,4,4,5,4,4,4,0,0,0
0,0,29,1,0,679,2,2,2,3,2,2,4,2,5,5,1,1,1,2,3,9,0
0,0,38,1,1,237,4,4,4,2,3,4,3,3,5,2,4,5,4,3,24,14,1
0,1,50,1,0,2172,5,4,5,4,2,3,5,5,5,5,5,4,5,4,0,0,1
0,0,52,1,1,993,2,2,2,2,3,2,3,3,3,5,5,3,5,3,0,0,0
0,1,57,0,0,932,1,5,1,3,3,4,4,3,3,1,3,5,3,4,0,0,0
1,1,55,1,1,1276,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0,1
0,1,51,1,1,403,5,4,4,4,3,3,3,5,5,5,5,2,5,4,69,79,1
1,1,47,0,1,319,4,1,4,3,4,4,4,4,3,4,3,1,4,4,0,2,1
0,1,44,0,0,461,2,4,2,4,4,4,3,5,5,2,5,2,5,2,0,0,0
1,1,41,0,0,647,2,1,3,2,4,3,2,4,3,2,2,2,3,4,3,0,0
0,0,25,1,1,1242,3,0,3,3,5,3,5,5,3,5,4,4,4,5,0,0,0
1,0,27,1,0,569,4,2,4,4,5,4,5,5,4,3,4,4,3,5,2,7,0
0,1,50,1,1,483,3,3,3,3,5,5,5,4,4,4,4,3,4,3,4,3,1
0,1,58,0,0,950,3,3,3,4,4,3,1,5,5,3,5,3,5,2,0,0,0
